"","P37ST","S15","S16","S17","S14","S28D","P49ST.A","P49ST.B","P49ST.E","P76ST","P10ST","P4ST","S1NICC7","P6ST","P12ST","P13ST","IDENPA"
"16269","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",45,"NS/NR","No","3","8","6","NS/NR","Está en retroceso","Mucho peor","Poco","Regular","Injusta","NS/NR","Peru"
"14645","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",50,"Media","No","9","10 Totalmente democrático","10 Totalmente democrático","3","Está estancado","Igual","Bastante","Buena","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Paraguay"
"3579","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",48,"Media","No","6","5","5","10 Derecha","Está progresando","Un poco mejor","Poco","Regular","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Brazil"
"14650","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",38,"Media baja","No","6","7","7","5","Está estancado","Igual","NS/NR","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Paraguay"
"4338","La política no es tan complicada y se entiende","Soltero","Masculino",19,"Media","No","3","7","2","10 Derecha","Está estancado","Mucho mejor","Mucho","Regular","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"2067","La política no es tan complicada y se entiende","Soltero","Femenino",19,"Media baja","No","5","10 Totalmente democrático","8","NS/NR","Está estancado","Igual","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"20173","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",36,"Media baja","No","9","10 Totalmente democrático","10 Totalmente democrático","00 Izquierda","Está estancado","Mucho peor","Bastante","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"18208","La política es tan complicada que no se entiende","Soltero","Femenino",18,"Media","Sí","5","8","8","5","Está progresando","Un poco mejor","Bastante","Buena","Justa","NS/NR","Uruguay"
"7378","La política no es tan complicada y se entiende","Soltero","Masculino",33,"Media alta","Sí","7","9","8","6","Está progresando","Igual","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"4160","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",36,"Media baja","No","5","9","8","NS/NR","Está estancado","Un poco peor","Mucho","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"2910","La política no es tan complicada y se entiende","Soltero","Femenino",38,"Media baja","Sí","7","5","7","5","Está progresando","Un poco peor","Bastante","Muy mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Brazil"
"3305","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",35,"Baja","Sí","01 No es democrático","4","4","5","Está estancado","Un poco mejor","Poco","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Brazil"
"18545","La política no es tan complicada y se entiende","Soltero","Masculino",21,"Media baja","Sí","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","5","Está progresando","Igual","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"2830","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",31,"Media","No","5","NS/NR","NS/NR","5","Está estancado","Un poco peor","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Brazil"
"2260","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",39,"NS/NR","No","NS/NR","NS/NR","NS/NR","NS/NR","Está estancado","NS/NR","NS/NR","Mala","Muy injusta","NS/NR","Bolivia"
"15977","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",45,"Media baja","Sí","4","6","6","6","Está estancado","Mucho peor","Poco","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Peru"
"7023","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",35,"Media alta","Sí","6","8","7","7","Está estancado","Igual","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"5830","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",48,"Media baja","No","7","7","7","2","Está en retroceso","Un poco peor","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Chile"
"19252","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",19,"Baja","No","6","7","7","7","Está estancado","Igual","Bastante","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Venezuela"
"17828","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",46,"Baja","Sí","10 Totalmente democrático","NS/NR","NS/NR","3","Está progresando","Un poco mejor","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"20071","La política no es tan complicada y se entiende","Soltero","Masculino",33,"Media","Sí","6","7","NS/NR","NS/NR","Está estancado","Mucho peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"5884","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",46,"Media alta","Sí","5","5","4","NS/NR","Está progresando","Igual","Bastante","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Chile"
"15871","La política no es tan complicada y se entiende","Soltero","Masculino",20,"Media","Sí","6","6","6","NS/NR","Está progresando","Mucho mejor","NS/NR","Regular","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Peru"
"18914","La política no es tan complicada y se entiende","Soltero","Masculino",24,"Media","Sí","8","8","7","2","Está progresando","Igual","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"3448","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",67,"Baja","No","8","7","7","NS/NR","Está estancado","Igual","Bastante","Mala","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Brazil"
"8059","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",39,"Baja","No","7","7","8","4","Está en retroceso","Mucho peor","Mucho","Mala","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"2292","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",60,"NS/NR","No","NS/NR","NS/NR","NS/NR","5","Está progresando","Un poco peor","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"7827","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",39,"Baja","No","9","9","8","5","Está progresando","Un poco peor","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7789","La política es tan complicada que no se entiende","Soltero","Masculino",53,"Media","No","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","6","Está estancado","Un poco mejor","Bastante","Mala","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"19327","La política no es tan complicada y se entiende","Soltero","Masculino",23,"Media","Sí","10 Totalmente democrático","5","5","00 Izquierda","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"17","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",74,"Media baja","No","10 Totalmente democrático","NS/NR","8","NS/NR","Está progresando","Mucho mejor","NS/NR","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"7012","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",59,"Baja","No","NS/NR","NS/NR","NS/NR","5","Está estancado","Un poco peor","NS/NR","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"6069","La política es tan complicada que no se entiende","Soltero","Masculino",22,"Media","Sí","9","5","5","NS/NR","Está en retroceso","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Chile"
"14691","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",42,"Media","Sí","6","6","6","3","Está estancado","Igual","Poco","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Paraguay"
"6462","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",58,"Media baja","Sí","5","NS/NR","7","3","Está en retroceso","Igual","Bastante","Mala","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Chile"
"4453","La política es tan complicada que no se entiende","Soltero","Femenino",29,"Media","No","4","01 No es democrático","5","4","Está estancado","Un poco mejor","Bastante","Buena","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"16556","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",58,"Media baja","No","10 Totalmente democrático","10 Totalmente democrático","7","NS/NR","Está estancado","Un poco peor","Nada","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Peru"
"16530","La política es tan complicada que no se entiende","Soltero","Femenino",19,"Baja","No","8","8","8","5","Está en retroceso","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Peru"
"2715","La política es tan complicada que no se entiende","Soltero","Masculino",28,"Media baja","Sí","4","01 No es democrático","8","NS/NR","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Brazil"
"7693","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",28,"Baja","Sí","6","8","5","10 Derecha","Está progresando","Un poco peor","Bastante","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"1976","La política es tan complicada que no se entiende","Soltero","Masculino",32,"Media","No","7","7","6","4","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"1464","La política no es tan complicada y se entiende","Soltero","Femenino",20,"Media","No","5","5","6","5","Está progresando","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"16535","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",60,"Media baja","No","7","9","9","NS/NR","Está estancado","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Peru"
"18723","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",28,"Media baja","No","7","5","6","3","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"7051","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",19,"Media","Sí","9","9","9","5","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"6244","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",32,"Media baja","No","8","5","8","NS/NR","Está estancado","Mucho peor","Mucho","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Chile"
