"","P37ST","S15","S16","S17","S14","S28D","P49ST.A","P49ST.B","P49ST.E","P76ST","P10ST","P4ST","S1NICC7","P6ST","P12ST","P13ST","IDENPA"
"4021","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",42,"Media baja","No","4","4","NS/NR","6","Está estancado","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4022","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",45,"Media","No","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","5","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4023","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",28,"Media baja","No","9","8","9","NS/NR","Está progresando","Un poco mejor","Mucho","Buena","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4024","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",53,"Baja","No","9","8","NS/NR","8","Está estancado","Igual","Mucho","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4025","La política es tan complicada que no se entiende","Soltero","Masculino",35,"Media baja","Sí","3","01 No es democrático","5","5","Está estancado","Un poco mejor","Mucho","Buena","Injusta","NS/NR","Colombia"
"4026","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",51,"Baja","No","10 Totalmente democrático","10 Totalmente democrático","6","7","Está progresando","Mucho peor","Poco","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4027","La política es tan complicada que no se entiende","Soltero","Masculino",24,"Baja","No","6","7","4","5","Está progresando","Un poco mejor","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4028","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",30,"Baja","No","9","9","NS/NR","7","Está en retroceso","Igual","Mucho","Regular","NS/NR","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4029","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",27,"Media baja","No","10 Totalmente democrático","5","NS/NR","5","Está estancado","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4030","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",33,"Baja","No","8","5","NS/NR","8","Está progresando","Un poco peor","Mucho","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4031","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",19,"Media","No","10 Totalmente democrático","10 Totalmente democrático","01 No es democrático","10 Derecha","Está progresando","Igual","Bastante","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4032","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",76,"Baja","No","4","10 Totalmente democrático","NS/NR","8","Está estancado","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4033","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",74,"Media baja","No","10 Totalmente democrático","9","4","9","Está estancado","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4034","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",52,"Media baja","No","4","5","5","5","Está progresando","Igual","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4035","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",43,"Media baja","No","7","9","7","NS/NR","Está en retroceso","NS/NR","Bastante","Regular","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4037","La política no es tan complicada y se entiende","Soltero","Masculino",20,"Media","No","8","8","8","5","Está estancado","Un poco mejor","Bastante","Buena","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4039","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",80,"Media baja","No","7","10 Totalmente democrático","7","7","Está estancado","Igual","Bastante","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4040","La política no es tan complicada y se entiende","Soltero","Femenino",18,"Media","No","8","9","8","4","NS/NR","Igual","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4041","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",69,"Baja","No","4","7","6","NS/NR","Está estancado","Igual","Bastante","Mala","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4042","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",34,"Media","No","10 Totalmente democrático","9","10 Totalmente democrático","8","NS/NR","Igual","Mucho","Regular","Muy injusta","NS/NR","Colombia"
"4043","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",56,"Media baja","No","5","8","8","7","Está estancado","Igual","Bastante","Regular","Injusta","NS/NR","Colombia"
"4044","La política es tan complicada que no se entiende","Soltero","Masculino",52,"Media baja","No","3","8","9","9","Está estancado","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4045","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",39,"Baja","No","9","9","9","7","Está en retroceso","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4046","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",23,"Baja","No","5","9","6","NS/NR","Está estancado","Un poco peor","Bastante","Regular","Injusta","NS/NR","Colombia"
"4047","La política es tan complicada que no se entiende","Soltero","Femenino",22,"Media","No","4","9","7","2","Está estancado","Igual","Mucho","Mala","Injusta","NS/NR","Colombia"
"4048","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",39,"Baja","No","7","8","8","NS/NR","Está en retroceso","Igual","Bastante","Mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4049","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",73,"Baja","No","5","7","5","7","Está en retroceso","Un poco peor","Mucho","Mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4050","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",19,"Baja","No","01 No es democrático","01 No es democrático","01 No es democrático","NS/NR","Está estancado","Un poco peor","Mucho","Regular","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4051","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",36,"Baja","Sí","5","9","8","10 Derecha","NS/NR","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4052","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",69,"Baja","No","6","5","5","NS/NR","Está estancado","Un poco peor","Mucho","Mala","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4053","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",74,"Baja","No","6","5","5","NS/NR","Está estancado","Mucho peor","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4054","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",50,"Baja","No","6","8","6","NS/NR","Está progresando","Un poco mejor","Mucho","Muy mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4055","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",33,"Baja","No","6","8","6","4","Está estancado","Mucho peor","Mucho","Mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4056","La política no es tan complicada y se entiende","Soltero","Femenino",50,"Baja","No","10 Totalmente democrático","10 Totalmente democrático","NS/NR","NS/NR","Está estancado","Mucho peor","Mucho","Muy mala","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4057","La política no es tan complicada y se entiende","Soltero","Masculino",22,"Baja","Sí","4","4","4","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4058","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",47,"Media baja","No","6","8","8","3","Está progresando","Un poco peor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4060","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",62,"Baja","No","9","7","7","00 Izquierda","Está estancado","Un poco peor","Mucho","Regular","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4061","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",38,"Media","No","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","5","Está estancado","Igual","Bastante","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4062","La política no es tan complicada y se entiende","Soltero","Femenino",24,"Media baja","No","7","4","NS/NR","NS/NR","Está estancado","Igual","Mucho","Mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4063","La política no es tan complicada y se entiende","Soltero","Masculino",19,"Alta","No","5","8","10 Totalmente democrático","9","Está progresando","Igual","Mucho","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4064","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",60,"Baja","Sí","7","NS/NR","NS/NR","5","Está estancado","Un poco peor","Mucho","Regular","Injusta","NS/NR","Colombia"
"4065","La política es tan complicada que no se entiende","Soltero","Femenino",38,"Media","No","5","NS/NR","NS/NR","NS/NR","Está en retroceso","Igual","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4066","La política no es tan complicada y se entiende","Soltero","Masculino",29,"Media","Sí","6","8","9","4","Está progresando","Un poco peor","Bastante","Buena","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"4067","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",48,"Media","Sí","7","9","7","5","Está progresando","Un poco peor","Mucho","Regular","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"4068","La política es tan complicada que no se entiende","Soltero","Masculino",26,"Media baja","Sí","6","10 Totalmente democrático","6","10 Derecha","Está estancado","Igual","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4069","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",77,"Baja","Sí","9","10 Totalmente democrático","7","1","Está en retroceso","Un poco peor","Mucho","Muy mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
