@relation R_data_frame

@attribute S1NICC7 {Bastante,Mucho,NS/NR,'Poco - Nada'}
@attribute S15 {'Casado/ Conviviente',NS/NR,Separado/Divorciado/Viudo,Soltero}
@attribute S16 {Femenino,Masculino}
@attribute S17 numeric
@attribute S14 {Alta,Baja,Media,'Media alta','Media baja',NS/NR}
@attribute S28D {No,NS/NR,Sí}
@attribute P49ST.A {Democrático,'Ni Demo-Ni No Demo','No Democrático',NS/NR}
@attribute P76ST {Centro,Derecha,Izquierda,NS/NR}
@attribute IDENPA {Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Paraguay,Peru,Uruguay,Venezuela}
@attribute P1ST {'Bastante satisfecho','Muy satisfecho','No muy satisfecho',NS/NR,'Para nada satisfecho'}
@attribute P3ST.A {Buena,Mala,'Muy buena','Muy mala',NS/NR,Regular}
@attribute P3ST.B {Buena,Mala,'Muy buena','Muy mala',NS/NR,Regular}
@attribute P4ST {Igual,'Mucho mejor','Mucho peor',NS/NR,'Un poco mejor','Un poco peor'}
@attribute P10ST {'Está progresando','No está progresando'}
@attribute P15N {Empeorado,Mejorado,NS/NR,'Se ha mantenido igual'}
@attribute P19ST {'Grupos poderosos en su propio beneficio',NS/NR,'Para el bien de todo el pueblo'}
@attribute P28NE {Empeorará,Mejorará,NS/NR,'Seguirá igual'}
@attribute P65ST {'No tiene los medios',NS/NR,'Tiene los medios'}
@attribute P6ST {Buena,Mala,'Muy buena','Muy mala',NS/NR,Regular}
@attribute P12ST {Injusta,Justa,'Muy injusta','Muy justa',NS/NR}
@attribute P13ST {'A la gente como uno, nos da lo mismo un régimen democrático','En algunas circunstancias, un gobierno autoritario puede ser','La democracia es preferible a cualquier otra forma de gobier',NS/NR}

@data
'Poco - Nada','Casado/ Conviviente',Masculino,58,Baja,No,NS/NR,NS/NR,Brazil,'Bastante satisfecho',Buena,Buena,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Regular,Injusta,NS/NR
Mucho,Soltero,Masculino,31,Media,No,'Ni Demo-Ni No Demo',Izquierda,Brazil,'Bastante satisfecho',Regular,Mala,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Bastante,Soltero,Femenino,39,'Media baja',Sí,'Ni Demo-Ni No Demo',Derecha,Brazil,'Bastante satisfecho',Mala,'Muy mala',Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Buena,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,60,Media,Sí,NS/NR,NS/NR,Brazil,'Bastante satisfecho',Regular,NS/NR,'Un poco peor','No está progresando','Se ha mantenido igual',NS/NR,'Seguirá igual',NS/NR,Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Femenino,25,Media,No,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Bastante satisfecho',Mala,'Muy mala',Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio','Seguirá igual','No tiene los medios',Buena,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Masculino,47,Media,No,NS/NR,NS/NR,Brazil,'Bastante satisfecho',Regular,'Muy mala',Igual,'Está progresando',NS/NR,'Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Buena,Injusta,NS/NR
'Poco - Nada',Soltero,Masculino,21,'Media baja',Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Regular,Mala,'Un poco mejor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Masculino,83,Baja,No,'Ni Demo-Ni No Demo',Izquierda,Brazil,'No muy satisfecho',Regular,Regular,'Mucho peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Mala,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Femenino,44,Baja,No,'Ni Demo-Ni No Demo',NS/NR,Brazil,'No muy satisfecho',Regular,Regular,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,29,'Media baja',No,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Bastante satisfecho',Regular,Regular,Igual,'Está progresando','Se ha mantenido igual','Para el bien de todo el pueblo',Mejorará,'Tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Masculino,62,Media,No,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Buena,Mala,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'No tiene los medios',Buena,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Masculino,48,Media,Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,Separado/Divorciado/Viudo,Femenino,79,Baja,No,'No Democrático',Centro,Brazil,'Bastante satisfecho',Buena,Mala,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Femenino,47,Baja,No,'No Democrático',Izquierda,Brazil,'No muy satisfecho',Mala,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Masculino,28,Baja,Sí,'No Democrático',Centro,Brazil,'Bastante satisfecho',Regular,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'No tiene los medios',Mala,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Femenino,24,'Media baja',Sí,'No Democrático',Centro,Brazil,'Bastante satisfecho',Regular,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Buena,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,Soltero,Masculino,23,'Media baja',Sí,'No Democrático',Izquierda,Brazil,'No muy satisfecho',Mala,Mala,Igual,'No está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Masculino,65,Media,No,'No Democrático',Derecha,Brazil,'Muy satisfecho',Regular,'Muy mala','Un poco peor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Empeorará,'No tiene los medios',Buena,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Masculino,53,Baja,No,'No Democrático',Centro,Brazil,'No muy satisfecho','Muy mala',Mala,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Femenino,35,Baja,Sí,'No Democrático',Centro,Brazil,'Bastante satisfecho',Regular,'Muy mala','Un poco mejor','No está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Femenino,57,'Media baja',No,'No Democrático',Izquierda,Brazil,'Bastante satisfecho',Regular,Mala,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,Soltero,Masculino,34,Baja,No,'No Democrático',Centro,Brazil,'No muy satisfecho','Muy mala','Muy mala','Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios','Muy mala',Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Femenino,27,Media,Sí,'No Democrático',Centro,Brazil,'Bastante satisfecho',Regular,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Masculino,33,'Media baja',No,'No Democrático',Centro,Brazil,'No muy satisfecho',Mala,Mala,Igual,'Está progresando',Mejorado,'Para el bien de todo el pueblo',Mejorará,'No tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Femenino,36,'Media baja',Sí,'No Democrático',Centro,Brazil,'Bastante satisfecho',Regular,Regular,'Un poco mejor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Femenino,38,'Media baja',Sí,'No Democrático',Centro,Brazil,'Bastante satisfecho',Buena,Regular,'Mucho mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Masculino,43,'Media baja',Sí,'No Democrático',Izquierda,Brazil,'Para nada satisfecho',Regular,'Muy mala',Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,21,Media,Sí,'No Democrático',Izquierda,Brazil,'No muy satisfecho',Regular,Buena,Igual,'Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,Soltero,Masculino,39,Media,Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'No muy satisfecho',Buena,Mala,'Un poco mejor','No está progresando',Mejorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Femenino,53,'Media baja',Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'Muy satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Buena,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
'Poco - Nada','Casado/ Conviviente',Masculino,68,Baja,No,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Regular,Regular,'Un poco peor','No está progresando','Se ha mantenido igual','Para el bien de todo el pueblo','Seguirá igual','Tiene los medios',Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,'Casado/ Conviviente',Femenino,69,Media,Sí,'No Democrático',Centro,Brazil,'Bastante satisfecho',Buena,Regular,'Un poco mejor','Está progresando',Mejorado,'Para el bien de todo el pueblo',Empeorará,'Tiene los medios',Regular,Justa,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Masculino,73,Baja,No,'Ni Demo-Ni No Demo',Izquierda,Brazil,'Para nada satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Para el bien de todo el pueblo','Seguirá igual','No tiene los medios',Buena,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,'Casado/ Conviviente',Masculino,30,Baja,Sí,'No Democrático',Centro,Brazil,'Muy satisfecho',Regular,Regular,'Un poco peor','No está progresando','Se ha mantenido igual','Para el bien de todo el pueblo','Seguirá igual','Tiene los medios',Buena,Justa,'En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,'Casado/ Conviviente',Masculino,51,Media,Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'No muy satisfecho',Mala,'Muy mala','Un poco peor','No está progresando',Empeorado,'Para el bien de todo el pueblo',Empeorará,'No tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,27,Baja,Sí,'No Democrático',Centro,Brazil,'Bastante satisfecho',Regular,Regular,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Masculino,19,'Media baja',Sí,'No Democrático',Centro,Brazil,'Para nada satisfecho',Regular,Regular,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Femenino,73,Baja,No,'No Democrático',Izquierda,Brazil,'Bastante satisfecho',Buena,Buena,Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Femenino,45,Baja,Sí,'No Democrático',Centro,Brazil,'Bastante satisfecho',Buena,Buena,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Femenino,32,'Media baja',Sí,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Bastante satisfecho',Mala,Mala,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Femenino,22,Baja,No,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Buena,'Muy mala',Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Femenino,58,'Media baja',No,Democrático,NS/NR,Brazil,'Bastante satisfecho',Regular,Regular,'Un poco mejor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Masculino,40,Media,Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Buena,Regular,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Buena,Justa,'A la gente como uno, nos da lo mismo un régimen democrático'
NS/NR,'Casado/ Conviviente',Femenino,45,'Media baja',Sí,'Ni Demo-Ni No Demo',NS/NR,Brazil,'No muy satisfecho',Regular,Regular,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Mucho,Separado/Divorciado/Viudo,Masculino,58,Baja,No,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Para nada satisfecho','Muy mala','Muy mala',Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Buena,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Masculino,61,Media,No,Democrático,Centro,Brazil,'Muy satisfecho',Regular,Regular,Igual,'Está progresando',Empeorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Buena,Justa,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Femenino,47,'Media baja',Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Regular,Regular,'Un poco peor','No está progresando',Empeorado,'Para el bien de todo el pueblo',NS/NR,'Tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,Separado/Divorciado/Viudo,Femenino,37,'Media baja',Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'No muy satisfecho',Buena,'Muy mala','Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
'Poco - Nada',Soltero,Masculino,21,Media,No,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Regular,Regular,Igual,'Está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Masculino,49,'Media baja',Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Buena,'Muy mala',Igual,'Está progresando',Mejorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada',Soltero,Masculino,27,Media,Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'Bastante satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Buena,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Femenino,66,NS/NR,No,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Muy satisfecho',Buena,Buena,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Masculino,36,Baja,No,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Bastante satisfecho',Regular,Mala,'Un poco mejor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','No tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Mucho,Separado/Divorciado/Viudo,Masculino,80,Baja,No,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Bastante satisfecho',Buena,Buena,'Un poco mejor','Está progresando',Mejorado,NS/NR,Mejorará,'Tiene los medios',Buena,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Femenino,24,Media,Sí,'Ni Demo-Ni No Demo',Centro,Brazil,'Muy satisfecho',Regular,Regular,'Un poco peor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,'Casado/ Conviviente',Masculino,36,Media,No,Democrático,NS/NR,Brazil,'Bastante satisfecho',Buena,Mala,'Un poco mejor','Está progresando',NS/NR,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Femenino,54,'Media baja',No,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Bastante satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Mala,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Masculino,29,Baja,No,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Bastante satisfecho',Mala,'Muy mala',Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Mala,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Femenino,50,'Media baja',Sí,'Ni Demo-Ni No Demo',NS/NR,Brazil,'No muy satisfecho',Regular,'Muy mala',Igual,'Está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,Soltero,Masculino,17,'Media baja',No,'No Democrático',Centro,Brazil,'No muy satisfecho','Muy mala','Muy mala','Mucho peor','No está progresando','Se ha mantenido igual','Para el bien de todo el pueblo',Mejorará,'Tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Masculino,46,Media,Sí,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Muy satisfecho','Muy buena',Buena,'Un poco mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Femenino,31,'Media baja',Sí,'Ni Demo-Ni No Demo',NS/NR,Brazil,'Bastante satisfecho',Regular,'Muy mala',Igual,'Está progresando','Se ha mantenido igual','Para el bien de todo el pueblo',Mejorará,'Tiene los medios',Buena,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
